proto,duration,packets,bytes,pps,bps,avg_pkt
17,12.911,6,2493,0.465,193.097,415.5
6,5.002,3,308,0.6,61.57,102.667
6,4.997,9,985,1.801,197.13,109.444
6,4.991,8,6786,1.603,1359.527,848.25
6,29.21,93,6181,3.184,211.607,66.462
6,29.21,102,197660,3.492,6766.916,1937.843
17,15.044,6,513,0.399,34.101,85.5
17,15.001,5,833,0.333,55.53,166.6
6,5.741,8,6786,1.393,1181.985,848.25
6,9.886,20,2905,2.023,293.852,145.25
6,9.836,75,657595,7.625,66855.91,8767.933
17,26.513,32,32620,1.207,1230.351,1019.375
6,5.003,3,418,0.6,83.557,139.333
6,5.747,8,814,1.392,141.641,101.75
6,5.009,2,352,0.399,70.269,176.0
17,11.052,3,407,0.271,36.825,135.667
17,12.182,5,2070,0.41,169.927,414.0
6,5.376,10,8927,1.86,1660.554,892.7
6,5.008,3,308,0.599,61.499,102.667
6,4.179,9,881,2.154,210.811,97.889
6,19.991,3,246,0.15,12.306,82.0
6,5.018,2,352,0.399,70.144,176.0
6,19.991,2,188,0.1,9.404,94.0
6,45.234,7,2559,0.155,56.573,365.571
6,45.239,7,1300,0.155,28.736,185.714
6,45.258,6,1234,0.133,27.266,205.667
6,6.017,11,11085,1.828,1842.376,1007.727
6,45.265,7,2559,0.155,56.534,365.571
6,45.238,2,434,0.044,9.594,217.0
6,45.236,3,940,0.066,20.78,313.333
6,47.834,58,4537,1.213,94.85,78.224
6,15.668,26,1788,1.659,114.121,68.769
17,15.985,12,8587,0.751,537.182,715.583
6,15.684,27,56002,1.722,3570.756,2074.148
6,5.61,10,950,1.783,169.339,95.0
6,47.851,147,668109,3.072,13962.232,4544.959
6,45.588,13,87860,0.285,1927.265,6758.462
6,5.033,4,484,0.795,96.16,121.0
6,45.608,7,2560,0.153,56.13,365.714
6,4.094,10,8897,2.443,2173.186,889.7
17,15.043,2,185,0.133,12.298,92.5
17,14.974,2,145,0.134,9.683,72.5
17,4.407,4,284,0.908,64.44,71.0
17,4.395,69,48526,15.7,11041.598,703.275
17,4.388,69,44553,15.723,10152.563,645.696
17,4.406,3,202,0.681,45.85,67.333
17,4.089,747,80859,182.685,19774.708,108.245
6,5.002,3,418,0.6,83.565,139.333
17,4.078,6313,8103546,1548.035,1987101.264,1283.628
6,4.001,8,10709,2.0,2676.755,1338.625
17,8.416,11,8335,1.307,990.332,757.727
6,6.253,11,1014,1.759,162.168,92.182
17,6.032,34,14500,5.636,2403.67,426.471
17,6.022,48,29468,7.971,4893.631,613.917
6,5.005,5,572,0.999,114.294,114.4
6,5.497,6,2666,1.091,484.969,444.333
17,28.909,8,2830,0.277,97.893,353.75
6,19.964,2,156,0.1,7.814,78.0
6,5.003,2,352,0.4,70.353,176.0
6,4.705,9,6852,1.913,1456.404,761.333
6,5.503,9,923,1.635,167.729,102.556
17,7.854,641,61608,81.615,7844.189,96.112
17,7.843,4489,5781087,572.331,737067.002,1287.834
17,10.003,4,1477,0.4,147.654,369.25
17,10.033,7,558,0.698,55.617,79.714
6,5.004,4,484,0.799,96.716,121.0
17,14.977,2,145,0.134,9.682,72.5
17,4.476,39,4154,8.714,928.161,106.513
17,15.051,2,186,0.133,12.358,93.0
6,7.229,8,6786,1.107,938.687,848.25
17,5.052,2025,2603331,400.832,515307.619,1285.596
6,5.008,2,352,0.399,70.286,176.0
6,45.056,2,132,0.044,2.93,66.0
6,45.056,2,132,0.044,2.93,66.0
6,7.231,9,887,1.245,122.664,98.556
17,7.394,749,73141,101.303,9892.377,97.652
6,5.01,4,484,0.798,96.616,121.0
6,14.824,3,325,0.202,21.924,108.333
17,25.729,18,11321,0.7,440.011,628.944
17,25.704,14,6054,0.545,235.524,432.429
6,14.976,4,399,0.267,26.643,99.75
6,45.056,2,132,0.044,2.93,66.0
6,8.911,11,11007,1.234,1235.256,1000.636
6,6.025,7,652,1.162,108.216,93.143
6,45.092,2,132,0.044,2.927,66.0
6,19.995,2,188,0.1,9.403,94.0
6,19.996,3,222,0.15,11.102,74.0
6,45.841,3,223,0.065,4.865,74.333
6,5.003,2,352,0.4,70.358,176.0
6,45.674,2,161,0.044,3.525,80.5
17,6.783,3,213,0.442,31.4,71.0
17,7.623,79,48197,10.363,6322.221,610.089
17,7.601,174,162535,22.892,21383.48,934.109
17,6.806,2,135,0.294,19.836,67.5
6,45.812,44,3697,0.96,80.7,84.023
6,45.813,62,330723,1.353,7218.982,5334.242
6,30.31,3,284,0.099,9.37,94.667
6,5.02,4,484,0.797,96.406,121.0
6,30.481,4,344,0.131,11.286,86.0
6,6.018,12,11151,1.994,1853.082,929.25
17,15.045,2,186,0.133,12.363,93.0
17,14.975,2,145,0.134,9.683,72.5
6,6.058,9,881,1.486,145.427,97.889
17,6.193,3871,4967603,625.08,802157.181,1283.287
17,6.2,472,46057,76.131,7428.722,97.578
17,5.794,32,30326,5.523,5234.002,947.688
17,5.153,19,12664,3.687,2457.597,666.526
17,5.147,38,33686,7.383,6544.501,886.474
17,5.768,21,2325,3.641,403.067,110.714
6,12.12,2,132,0.165,10.891,66.0
6,45.568,2,132,0.044,2.897,66.0
6,5.014,2,352,0.399,70.21,176.0
17,8.438,421,528071,49.892,62580.763,1254.325
6,45.568,2,132,0.044,2.897,66.0
17,8.423,95,11843,11.279,1406.086,124.663
6,6.676,3,198,0.449,29.658,66.0
6,6.649,2,132,0.301,19.852,66.0
6,6.649,2,132,0.301,19.852,66.0
6,4.804,12,11151,2.498,2320.988,929.25
6,6.672,3,198,0.45,29.675,66.0
6,4.844,9,885,1.858,182.681,98.333
6,48.661,7,2381,0.144,48.93,340.143
6,48.664,6,4919,0.123,101.081,819.833
6,5.016,4,484,0.798,96.498,121.0
17,8.451,311,33882,36.799,4009.043,108.945
17,8.758,3440,4405181,392.763,502963.308,1280.576
17,5.322,6,2038,1.127,382.904,339.667
6,5.003,2,352,0.4,70.351,176.0
17,5.321,8,632,1.504,118.784,79.0
17,18.964,12,4042,0.633,213.138,336.833
17,9.051,16,8965,1.768,990.448,560.312
17,9.202,123,153994,13.367,16734.777,1251.984
6,6.294,11,9106,1.748,1446.837,827.818
17,9.174,15,5908,1.635,644.0,393.867
17,19.263,28,20963,1.454,1088.243,748.679
17,9.202,17,1740,1.848,189.1,102.353
6,6.058,10,972,1.651,160.458,97.2
6,5.005,4,484,0.799,96.696,121.0
17,5.256,1160,99812,220.685,18988.766,86.045
17,5.255,9944,12783965,1892.362,2432812.959,1285.596
6,369.919,2,242,0.005,0.654,121.0
17,14.976,2,145,0.134,9.682,72.5
6,302.287,2,284,0.007,0.94,142.0
6,4.818,8,8763,1.66,1818.789,1095.375
17,15.045,2,186,0.133,12.363,93.0
6,4.827,7,655,1.45,135.685,93.571
6,5.005,2,352,0.4,70.334,176.0
17,11.301,36,22098,3.186,1955.463,613.833
17,6.146,15,5721,2.441,930.889,381.4
6,4.279,8,4812,1.87,1124.669,601.5
17,11.302,93,95350,8.228,8436.366,1025.269
17,6.123,17,5465,2.777,892.571,321.471
17,4.372,554,50939,126.704,11650.113,91.948
17,4.364,3852,4966547,882.653,1138041.67,1289.342
17,6.77,5,1171,0.739,172.961,234.2
17,80.098,3,1022,0.037,12.759,340.667
17,144.389,2,352,0.014,2.438,176.0
17,24.291,14,9634,0.576,396.609,688.143
17,24.291,15,6786,0.618,279.365,452.4
17,28.249,8,2830,0.283,100.18,353.75
6,5.009,4,484,0.799,96.634,121.0
6,30.807,2,175,0.065,5.68,87.5
6,5.434,12,1100,2.208,202.414,91.667
6,5.589,9,8835,1.61,1580.924,981.667
17,5.587,579,53238,103.626,9528.207,91.948
17,5.586,4089,5274639,731.967,944206.552,1289.958
6,28.213,5,330,0.177,11.697,66.0
6,28.201,5,354,0.177,12.553,70.8
6,5.023,15,4006,2.986,797.498,267.067
6,5.033,2,352,0.397,69.938,176.0
6,20.005,2,188,0.1,9.398,94.0
6,20.048,4,312,0.2,15.563,78.0
6,5.101,16,9264,3.137,1816.113,579.0
6,32.844,2,267,0.061,8.129,133.5
17,4.778,971,79801,203.214,16701.017,82.184
17,4.786,6913,8920316,1444.324,1863710.353,1290.368
6,5.759,13,15065,2.257,2616.008,1158.846
6,5.757,10,891,1.737,154.762,89.1
6,4.96,2,242,0.403,48.791,121.0
6,5.034,4,484,0.795,96.139,121.0
17,15.047,2,186,0.133,12.361,93.0
17,14.977,2,145,0.134,9.682,72.5
17,29.763,7,497,0.235,16.699,71.0
6,5.001,2,242,0.4,48.39,121.0
6,5.004,2,352,0.4,70.347,176.0
17,29.763,6,407,0.202,13.675,67.833
6,7.258,11,8996,1.516,1239.463,817.818
6,5.033,2,352,0.397,69.934,176.0
6,7.284,10,967,1.373,132.764,96.7
17,10.06,6,2041,0.596,202.885,340.167
17,10.06,8,632,0.795,62.824,79.0
6,5.003,3,418,0.6,83.557,139.333
6,5.008,3,308,0.599,61.499,102.667
6,45.05,2,132,0.044,2.93,66.0
6,45.06,2,132,0.044,2.929,66.0
6,45.056,2,132,0.044,2.93,66.0
17,20.024,2,304,0.1,15.182,152.0
17,21.028,6,2493,0.285,118.557,415.5
17,21.069,6,2529,0.285,120.035,421.5
6,45.056,2,132,0.044,2.93,66.0
6,14.843,3,325,0.202,21.896,108.333
6,14.972,4,336,0.267,22.441,84.0
6,6.145,10,9008,1.627,1465.983,900.8
6,45.746,3,223,0.066,4.875,74.333
6,46.593,6,1234,0.129,26.485,205.667
6,46.601,7,2593,0.15,55.642,370.429
6,5.012,2,352,0.399,70.229,176.0
6,45.579,2,161,0.044,3.532,80.5
6,5.012,3,308,0.599,61.449,102.667
6,6.508,11,1021,1.69,156.878,92.818
6,5.024,2,352,0.398,70.066,176.0
6,5.112,9,8833,1.761,1727.986,981.444
6,41.401,6,396,0.145,9.565,66.0
6,5.025,4,484,0.796,96.311,121.0
17,6.776,7,6305,1.033,930.531,900.714
6,31.001,3,241,0.097,7.774,80.333
6,31.167,4,344,0.128,11.037,86.0
6,5.36,10,956,1.866,178.344,95.6
17,7.54,4686,6038111,621.455,800771.607,1288.543
6,5.128,9,8868,1.755,1729.243,985.333
17,15.042,2,186,0.133,12.366,93.0
17,14.974,2,145,0.134,9.683,72.5
6,5.003,2,352,0.4,70.351,176.0
6,5.041,2,352,0.397,69.827,176.0
6,5.005,4,484,0.799,96.697,121.0
6,45.757,36,5310,0.787,116.048,147.5
6,45.758,48,77375,1.049,1690.955,1611.979
6,37.2,4,303,0.108,8.145,75.75
6,37.203,4,264,0.108,7.096,66.0
6,5.04,3,418,0.595,82.933,139.333
6,5.062,10,7312,1.975,1444.477,731.2
6,5.412,10,948,1.848,175.165,94.8
17,8.238,607,51581,73.68,6261.135,84.977
6,10.497,3,198,0.286,18.863,66.0
6,5.001,2,242,0.4,48.392,121.0
6,5.004,2,352,0.4,70.345,176.0
6,20.0,2,188,0.1,9.4,94.0
6,5.006,4,484,0.799,96.686,121.0
6,20.046,4,312,0.2,15.564,78.0
6,4.106,5,4544,1.218,1106.791,908.8
6,45.272,3,224,0.066,4.948,74.667
6,4.351,7,654,1.609,150.321,93.429
6,45.27,3,224,0.066,4.948,74.667
6,5.107,8,6787,1.566,1328.891,848.375
6,7.233,6,1056,0.83,145.997,176.0
17,14.976,2,145,0.134,9.682,72.5
6,5.004,2,352,0.4,70.351,176.0
17,15.044,2,186,0.133,12.364,93.0
6,5.009,4,484,0.799,96.62,121.0
6,5.124,9,882,1.757,172.137,98.0
6,5.612,14,13182,2.495,2348.95,941.571
6,45.056,2,132,0.044,2.93,66.0
6,45.07,2,132,0.044,2.929,66.0
17,17.829,1228,103031,68.877,5778.873,83.901
17,17.818,10825,13968738,607.523,783956.346,1290.415
17,28.517,8,2830,0.281,99.239,353.75
6,30.268,11,3386,0.363,111.869,307.818
6,4.12,5,370,1.214,89.815,74.0
6,29.971,8,5262,0.267,175.571,657.75
6,30.593,10,2400,0.327,78.448,240.0
6,30.296,8,5262,0.264,173.684,657.75
6,6.45,12,1111,1.861,172.258,92.583
6,5.004,3,418,0.6,83.54,139.333
6,5.004,4,330,0.799,65.952,82.5
6,45.051,2,132,0.044,2.93,66.0
6,5.012,2,352,0.399,70.225,176.0
6,6.15,10,9009,1.626,1464.937,900.9
6,45.057,2,132,0.044,2.93,66.0
6,5.005,8,760,1.599,151.862,95.0
6,44.965,3,255,0.067,5.671,85.0
17,27.001,2,142,0.074,5.259,71.0
17,27.0,2,136,0.074,5.037,68.0
6,4.104,5,370,1.218,90.162,74.0
6,5.008,3,308,0.599,61.504,102.667
6,5.401,11,10977,2.037,2032.491,997.909
6,5.119,9,876,1.758,171.117,97.333
6,5.356,6,756,1.12,141.138,126.0
17,14.977,2,145,0.134,9.682,72.5
6,14.848,2,352,0.135,23.707,176.0
6,5.007,2,352,0.399,70.305,176.0
17,15.045,2,186,0.133,12.363,93.0
6,4.372,11,9106,2.516,2082.825,827.818
6,4.092,8,818,1.955,199.923,102.25
17,19.148,1169,94987,61.05,4960.627,81.255
17,19.156,10560,13619799,551.274,711007.663,1289.754
6,5.012,4,484,0.798,96.571,121.0
6,19.999,3,246,0.15,12.3,82.0
6,27.136,2,132,0.074,4.864,66.0
6,45.586,3,223,0.066,4.892,74.333
6,5.004,2,352,0.4,70.349,176.0
6,19.999,2,188,0.1,9.401,94.0
6,6.702,9,6962,1.343,1038.789,773.556
6,45.418,2,161,0.044,3.545,80.5
6,7.001,9,885,1.285,126.402,98.333
6,5.005,4,484,0.799,96.703,121.0
6,6.362,11,9027,1.729,1418.992,820.636
6,31.19,4,350,0.128,11.222,87.5
6,5.158,6,444,1.163,86.084,74.0
6,31.103,4,344,0.129,11.06,86.0
17,15.046,2,186,0.133,12.362,93.0
17,14.976,2,145,0.134,9.682,72.5
6,5.003,2,352,0.4,70.36,176.0
6,6.098,10,946,1.64,155.141,94.6
6,5.011,4,484,0.798,96.582,121.0
6,19.955,2,156,0.1,7.817,78.0
6,5.009,2,352,0.399,70.271,176.0
6,10.374,13,11362,1.253,1095.203,874.0
6,5.374,6,588,1.117,109.425,98.0
6,45.055,2,132,0.044,2.93,66.0
6,45.057,2,132,0.044,2.93,66.0
6,45.056,2,132,0.044,2.93,66.0
6,5.017,4,484,0.797,96.479,121.0
6,45.056,2,132,0.044,2.93,66.0
6,4.112,5,370,1.216,89.988,74.0
6,6.377,9,6880,1.411,1078.828,764.444
6,6.143,8,818,1.302,133.163,102.25
6,45.056,2,132,0.044,2.93,66.0
6,45.056,2,132,0.044,2.93,66.0
6,5.006,2,352,0.4,70.316,176.0
17,15.046,2,186,0.133,12.362,93.0
17,14.975,2,145,0.134,9.683,72.5
17,28.236,8,2830,0.283,100.226,353.75
17,21.045,2,178,0.095,8.458,89.0
6,45.171,5,530,0.111,11.733,106.0
6,5.118,10,9007,1.954,1759.985,900.7
17,25.083,1023,88270,40.785,3519.154,86.285
17,25.065,9124,11768076,364.016,469505.762,1289.794
6,5.007,4,484,0.799,96.655,121.0
6,5.371,10,954,1.862,177.619,95.4
17,4.062,2,286,0.492,70.413,143.0
17,6.682,8,1412,1.197,211.316,176.5
6,19.954,2,156,0.1,7.818,78.0
6,5.003,2,352,0.4,70.359,176.0
6,19.999,2,188,0.1,9.4,94.0
6,7.866,15,13360,1.907,1698.391,890.667
17,5.547,5,820,0.901,147.831,164.0
6,4.943,11,1047,2.225,211.827,95.182
6,5.002,3,418,0.6,83.559,139.333
6,5.125,8,6784,1.561,1323.766,848.0
6,5.006,2,352,0.4,70.32,176.0
17,6.005,6,902,0.999,150.197,150.333
6,5.006,3,308,0.599,61.53,102.667
17,15.044,2,186,0.133,12.364,93.0
17,14.975,2,146,0.134,9.749,73.0
6,5.358,10,947,1.867,176.759,94.7
6,5.117,7,4740,1.368,926.386,677.143
6,45.056,2,132,0.044,2.93,66.0
6,45.053,2,132,0.044,2.93,66.0
6,21.466,4,553,0.186,25.761,138.25
17,19.728,15,6089,0.76,308.646,405.933
17,19.71,16,6646,0.812,337.192,415.375
17,22.595,2041,162544,90.33,7193.84,79.639
17,22.603,18583,23985461,822.154,1061170.609,1290.721
6,5.366,12,13017,2.236,2425.879,1084.75
6,19.958,2,156,0.1,7.816,78.0
6,5.132,10,943,1.949,183.744,94.3
6,45.552,3,223,0.066,4.896,74.333
6,5.003,2,352,0.4,70.362,176.0
6,45.385,2,161,0.044,3.547,80.5
6,5.007,4,484,0.799,96.657,121.0
6,45.056,2,132,0.044,2.93,66.0
6,45.056,2,132,0.044,2.93,66.0
6,6.173,6,4645,0.972,752.491,774.167
6,5.01,3,418,0.599,83.436,139.333
6,6.443,7,658,1.086,102.128,94.0
6,45.055,2,132,0.044,2.93,66.0
6,5.005,2,352,0.4,70.33,176.0
6,45.055,2,132,0.044,2.93,66.0
17,20.016,2,404,0.1,20.184,202.0
17,20.14,7,2298,0.348,114.101,328.286
6,31.185,4,350,0.128,11.223,87.5
6,31.162,4,344,0.128,11.039,86.0
6,5.094,6,4674,1.178,917.578,779.0
17,15.052,6,516,0.399,34.281,86.0
17,15.001,5,829,0.333,55.264,165.8
6,5.003,3,308,0.6,61.561,102.667
6,6.145,8,6785,1.302,1104.096,848.125
6,5.199,9,890,1.731,171.179,98.889
6,20.001,2,188,0.1,9.399,94.0
6,20.0,3,222,0.15,11.1,74.0
6,5.003,2,352,0.4,70.365,176.0
17,29.234,5,1796,0.171,61.436,359.2
6,5.004,4,484,0.799,96.718,121.0
6,5.003,2,352,0.4,70.357,176.0
17,14.976,2,146,0.134,9.749,73.0
6,13.571,9,8841,0.663,651.472,982.333
17,15.044,2,186,0.133,12.364,93.0
6,5.004,3,418,0.6,83.535,139.333
6,14.019,12,1122,0.856,80.037,93.5
6,5.115,10,6957,1.955,1360.169,695.7
6,5.002,2,242,0.4,48.381,121.0
6,5.012,2,352,0.399,70.227,176.0
6,5.319,7,744,1.316,139.869,106.286
6,48.175,5,531,0.104,11.022,106.2
17,24.427,1225,100613,50.149,4118.895,82.133
6,45.155,5,465,0.111,10.298,93.0
6,5.434,10,8927,1.84,1642.921,892.7
17,25.231,21487,27721807,851.602,1098708.305,1290.166
6,5.01,3,308,0.599,61.476,102.667
6,4.316,6,592,1.39,137.179,98.667
6,5.009,2,352,0.399,70.268,176.0
17,14.976,2,146,0.134,9.749,73.0
6,5.886,8,4926,1.359,836.97,615.75
17,15.044,2,187,0.133,12.43,93.5
6,45.055,2,132,0.044,2.93,66.0
6,45.055,2,132,0.044,2.93,66.0
6,45.056,2,132,0.044,2.93,66.0
6,5.01,4,484,0.798,96.605,121.0
6,45.056,2,132,0.044,2.93,66.0
6,6.138,8,751,1.303,122.356,93.875
6,43.277,2,132,0.046,3.05,66.0
6,43.298,3,198,0.069,4.573,66.0
6,6.145,9,7209,1.465,1173.115,801.0
6,45.514,3,223,0.066,4.9,74.333
6,19.994,2,188,0.1,9.403,94.0
17,29.337,7,2449,0.239,83.478,349.857
6,45.289,2,161,0.044,3.555,80.5
6,20.041,4,312,0.2,15.568,78.0
6,5.005,2,352,0.4,70.331,176.0
6,5.243,8,6784,1.526,1294.009,848.0
6,6.167,7,745,1.135,120.807,106.429
6,5.015,4,484,0.798,96.514,121.0
17,26.366,2035,165357,77.183,6271.628,81.257
6,5.01,2,352,0.399,70.263,176.0
6,6.349,10,6982,1.575,1099.683,698.2
6,6.399,8,810,1.25,126.591,101.25
17,15.051,2,187,0.133,12.424,93.5
17,14.975,2,146,0.134,9.75,73.0
6,31.186,4,350,0.128,11.223,87.5
6,31.164,4,344,0.128,11.039,86.0
6,5.012,4,484,0.798,96.566,121.0
6,4.428,11,9107,2.484,2056.897,827.909
6,6.996,19,6290,2.716,899.093,331.053
6,4.194,8,818,1.907,195.021,102.25
6,7.454,17,3620,2.281,485.662,212.941
6,5.005,2,352,0.4,70.332,176.0
6,45.055,2,132,0.044,2.93,66.0
6,45.059,2,132,0.044,2.93,66.0
6,28.999,3,338,0.103,11.656,112.667
17,25.219,87,15895,3.45,630.28,182.701
6,5.006,4,484,0.799,96.681,121.0
17,25.243,211,249979,8.359,9902.732,1184.735
6,29.13,4,408,0.137,14.006,102.0
17,27.051,8,3148,0.296,116.375,393.5
6,5.336,13,11252,2.436,2108.646,865.538
6,5.381,10,942,1.859,175.073,94.2
17,27.044,10,4456,0.37,164.769,445.6
17,20.046,171,14446,8.53,720.65,84.48
6,5.004,2,352,0.4,70.35,176.0
17,21.326,19276,24881147,903.885,1166719.482,1290.784
17,15.046,2,187,0.133,12.428,93.5
6,45.056,2,132,0.044,2.93,66.0
17,14.975,2,146,0.134,9.75,73.0
6,45.057,2,132,0.044,2.93,66.0
6,5.004,3,418,0.6,83.538,139.333
6,6.336,11,11088,1.736,1749.974,1008.0
6,6.335,8,717,1.263,113.178,89.625
6,19.993,3,246,0.15,12.304,82.0
6,5.003,2,352,0.4,70.36,176.0
6,19.994,2,188,0.1,9.403,94.0
6,5.935,6,4609,1.011,776.584,768.167
6,5.003,3,308,0.6,61.565,102.667
6,6.423,7,744,1.09,115.836,106.286
6,46.835,7,2657,0.149,56.731,379.571
6,46.839,7,1300,0.149,27.755,185.714
6,5.296,10,6981,1.888,1318.285,698.1
6,5.003,2,352,0.4,70.363,176.0
6,5.005,4,484,0.799,96.709,121.0
17,14.977,2,146,0.134,9.748,73.0
6,4.13,8,811,1.937,196.39,101.375
17,15.047,2,187,0.133,12.427,93.5
17,25.0,1255,105074,50.201,4203.005,83.724
6,6.366,9,8831,1.414,1387.255,981.222
6,30.852,2,202,0.065,6.547,101.0
17,28.146,8,2830,0.284,100.547,353.75
6,19.955,2,156,0.1,7.818,78.0
6,45.362,3,224,0.066,4.938,74.667
6,5.011,2,352,0.399,70.247,176.0
6,45.193,2,162,0.044,3.585,81.0
6,5.013,4,484,0.798,96.554,121.0
17,4.29,12,2302,2.797,536.575,191.833
17,4.121,11,2516,2.669,610.526,228.727
6,6.536,10,947,1.53,144.89,94.7
6,5.373,3,300,0.558,55.832,100.0
6,5.52,4,440,0.725,79.712,110.0
6,5.559,9,6963,1.619,1252.614,773.667
6,5.006,3,418,0.599,83.497,139.333
6,5.064,2,352,0.395,69.513,176.0
6,9.218,9,6851,0.976,743.201,761.222
6,9.463,10,977,1.057,103.239,97.7
6,5.001,2,242,0.4,48.389,121.0
6,31.188,4,350,0.128,11.222,87.5
6,31.165,4,344,0.128,11.038,86.0
17,21.317,797,62891,37.389,2950.342,78.91
17,22.121,17895,23097511,808.973,1044161.111,1290.724
6,5.316,12,13052,2.257,2455.238,1087.667
17,15.275,6,1426,0.393,93.352,237.667
17,15.229,5,615,0.328,40.385,123.0
6,20.011,2,188,0.1,9.395,94.0
6,5.001,2,242,0.4,48.388,121.0
6,20.011,3,222,0.15,11.094,74.0
17,27.001,2,142,0.074,5.259,71.0
6,5.067,2,352,0.395,69.469,176.0
17,27.026,2,135,0.074,4.995,67.5
6,5.128,10,942,1.95,183.688,94.2
6,5.001,2,242,0.4,48.388,121.0
6,4.657,11,9106,2.362,1955.182,827.818
6,4.098,9,881,2.196,214.968,97.889
6,5.054,2,352,0.396,69.642,176.0
6,5.13,8,4920,1.559,959.013,615.0
6,5.054,3,308,0.594,60.937,102.667
17,14.977,2,146,0.134,9.748,73.0
6,6.662,10,958,1.501,143.791,95.8
17,15.046,2,186,0.133,12.362,93.0
17,22.769,1696,139802,74.487,6139.983,82.43
6,7.406,9,6882,1.215,929.186,764.667
17,22.749,17,6552,0.747,288.009,385.412
17,22.732,16,6654,0.704,292.721,415.875
6,5.072,2,352,0.394,69.405,176.0
6,5.074,4,484,0.788,95.395,121.0
6,4.15,7,661,1.687,159.283,94.429
6,5.716,12,9206,2.099,1610.453,767.167
6,5.024,2,352,0.398,70.061,176.0
6,5.064,4,484,0.79,95.584,121.0
6,6.211,7,767,1.127,123.489,109.571
6,45.056,2,132,0.044,2.93,66.0
6,4.369,7,4741,1.602,1085.22,677.286
6,45.056,2,132,0.044,2.93,66.0
6,7.978,3,487,0.376,61.041,162.333
17,29.105,8,2830,0.275,97.236,353.75
6,8.18,4,464,0.489,56.725,116.0
17,15.044,2,186,0.133,12.363,93.0
17,14.975,2,146,0.134,9.75,73.0
6,45.775,3,224,0.066,4.893,74.667
6,20.006,2,188,0.1,9.397,94.0
6,45.608,2,162,0.044,3.552,81.0
6,5.013,3,418,0.598,83.386,139.333
6,20.051,4,312,0.199,15.56,78.0
6,5.331,9,904,1.688,169.568,100.444
6,5.059,2,352,0.395,69.584,176.0
6,5.119,9,6966,1.758,1360.718,774.0
17,22.963,790,65791,34.403,2865.046,83.28
17,23.48,13218,17055502,562.943,726379.23,1290.324
6,45.057,2,132,0.044,2.93,66.0
6,45.055,2,132,0.044,2.93,66.0
6,10.003,4,484,0.4,48.384,121.0
6,5.003,2,352,0.4,70.362,176.0
6,10.746,9,8832,0.838,821.891,981.333
6,11.013,10,970,0.908,88.079,97.0
6,45.058,2,132,0.044,2.93,66.0
6,48.495,34,5592,0.701,115.311,164.471
17,27.001,2,142,0.074,5.259,71.0
6,48.499,41,69649,0.845,1436.095,1698.756
6,5.001,2,242,0.4,48.393,121.0
17,27.001,2,136,0.074,5.037,68.0
6,45.057,2,132,0.044,2.93,66.0
6,30.999,3,284,0.097,9.162,94.667
6,31.165,4,344,0.128,11.038,86.0
6,5.318,10,8963,1.88,1685.311,896.3
17,15.047,3,305,0.199,20.27,101.667
17,14.975,3,222,0.2,14.824,74.0
6,5.003,2,352,0.4,70.361,176.0
17,96.219,2,400,0.021,4.157,200.0
6,5.003,3,308,0.6,61.566,102.667
6,4.33,10,1013,2.31,233.975,101.3
17,96.221,6,2044,0.062,21.243,340.667
17,22.811,814,64208,35.684,2814.739,78.88
6,5.357,13,11222,2.427,2094.766,863.231
17,23.678,16952,21880537,715.946,924096.578,1290.735
6,5.003,3,418,0.6,83.553,139.333
6,4.95,8,834,1.616,168.473,104.25
6,5.003,2,352,0.4,70.361,176.0
6,4.901,8,4926,1.632,1005.106,615.75
6,5.001,2,242,0.4,48.388,121.0
6,5.117,7,5103,1.368,997.194,729.0
6,5.328,8,878,1.502,164.802,109.75
17,15.025,2,186,0.133,12.379,93.0
17,14.997,2,146,0.133,9.735,73.0
6,19.998,2,188,0.1,9.401,94.0
6,5.001,2,242,0.4,48.388,121.0
6,20.054,4,312,0.199,15.558,78.0
6,45.182,5,465,0.111,10.292,93.0
6,5.003,2,352,0.4,70.356,176.0
6,5.357,11,10973,2.053,2048.234,997.545
6,5.121,9,888,1.758,173.411,98.667
17,4.008,8,1701,1.996,424.372,212.625
6,5.009,3,308,0.599,61.485,102.667
17,23.394,1808,147891,77.285,6321.759,81.798
6,30.997,3,241,0.097,7.775,80.333
6,5.003,2,352,0.4,70.36,176.0
6,5.156,10,9040,1.939,1753.236,904.0
6,5.157,7,744,1.357,144.278,106.286
17,28.905,8,2830,0.277,97.907,353.75
6,5.014,4,484,0.798,96.526,121.0
6,16.149,3,325,0.186,20.125,108.333
6,6.245,10,6953,1.601,1113.433,695.3
17,12.0,3,1458,0.25,121.498,486.0
17,14.996,2,146,0.133,9.736,73.0
6,6.5,9,880,1.385,135.377,97.778
6,45.681,3,224,0.066,4.904,74.667
6,45.512,2,162,0.044,3.56,81.0
17,15.025,2,186,0.133,12.379,93.0
6,5.005,2,352,0.4,70.334,176.0
17,27.004,2,142,0.074,5.258,71.0
6,5.32,11,9106,2.068,1711.548,827.818
6,5.007,4,484,0.799,96.659,121.0
6,5.321,8,813,1.503,152.782,101.625
17,20.3,1246,100995,61.378,4975.032,81.055
17,20.921,18171,23445504,868.549,1120662.527,1290.27
17,27.004,2,136,0.074,5.036,68.0
6,5.008,2,352,0.399,70.292,176.0
6,5.007,3,418,0.599,83.476,139.333
6,6.914,8,6901,1.157,998.135,862.625
6,19.954,3,246,0.15,12.328,82.0
