1409329344,151038144,6,5.006,3,308,0.599,61.526,102.667
1409329344,3154181006,6,48.063,3,224,0.062,4.661,74.667
3154181006,1409329344,6,48.058,3,224,0.062,4.661,74.667
151038144,1409329344,6,5.016,2,352,0.399,70.173,176.000
1409329344,1066251828,6,8.190,12,9214,1.465,1125.014,767.833
1066251828,1409329344,6,5.208,8,823,1.536,158.020,102.875
550473785,1409329344,6,12.005,3,269,0.250,22.406,89.667
1409329344,550473785,6,11.854,2,191,0.169,16.113,95.500
1409329344,426857100,6,45.380,2,161,0.044,3.548,80.500
1409329344,618707491,6,31.185,4,350,0.128,11.223,87.500
1409329344,151038144,6,5.015,3,418,0.598,83.342,139.333
618707491,1409329344,6,31.163,4,344,0.128,11.039,86.000
426857100,1409329344,6,45.545,3,223,0.066,4.896,74.333
1409329344,1066251828,6,5.122,8,6792,1.562,1326.092,849.000
1409329344,151038144,6,5.001,2,242,0.400,48.389,121.000
1066251828,1409329344,6,5.345,10,950,1.871,177.720,95.000
151038144,1409329344,6,5.003,2,352,0.400,70.357,176.000
354882152,1409329344,6,20.081,4,312,0.199,15.537,78.000
1409329344,719021463,6,45.055,2,132,0.044,2.930,66.000
1409329344,354882152,6,20.039,2,188,0.100,9.382,94.000
719021463,1409329344,6,45.051,2,132,0.044,2.930,66.000
1409329344,3297180558,17,27.044,9,4447,0.333,164.435,494.111
1409329344,1066251828,6,5.364,10,8935,1.864,1665.845,893.500
1409329344,151038144,6,5.012,3,308,0.599,61.453,102.667
1409329344,569797389,6,44.958,4,240,0.089,5.338,60.000
3297180558,1409329344,17,27.043,11,5759,0.407,212.958,523.545
1066251828,1409329344,6,4.386,8,823,1.824,187.664,102.875
1409329344,1066251828,6,5.120,8,4924,1.562,961.658,615.500
3952361644,1409329344,6,20.044,4,312,0.200,15.566,78.000
1409329344,3952361644,6,20.000,2,188,0.100,9.400,94.000
151038144,1409329344,6,5.015,2,352,0.399,70.194,176.000
1409329344,151038144,6,5.014,3,418,0.598,83.359,139.333
1409329344,534821411,6,40.017,13,3793,0.325,94.785,291.769
534821411,1409329344,6,40.003,12,1094,0.300,27.348,91.167
1409329344,1066251828,6,8.193,10,8905,1.221,1086.956,890.500
1066251828,1409329344,6,8.415,11,1051,1.307,124.898,95.545
50374848,4211081440,17,20.764,3,536,0.144,25.814,178.667
151038144,1409329344,6,5.017,2,352,0.399,70.163,176.000
1409329344,151038144,6,5.017,3,308,0.598,61.393,102.667
151038144,4211081440,17,20.945,9,2913,0.430,139.079,323.667
1409329344,1066251828,6,5.297,10,8969,1.888,1693.212,896.900
1409329344,550473785,6,22.000,3,336,0.136,15.273,112.000
1409329344,618707491,6,7.064,16,1183,2.265,167.462,73.938
550473785,1409329344,6,22.130,4,406,0.181,18.346,101.500
618707491,1409329344,6,7.082,17,25520,2.400,3603.489,1501.176
1066251828,1409329344,6,6.175,9,880,1.458,142.518,97.778
1409329344,151038144,6,5.014,3,418,0.598,83.375,139.333
16820416,4211081199,17,29.981,8,2830,0.267,94.392,353.750
151038144,1409329344,6,5.003,2,352,0.400,70.360,176.000
1409329344,1066251828,6,4.097,5,4546,1.220,1109.530,909.200
1409329344,151038144,6,5.001,2,185,0.400,36.990,92.500
1409329344,1066251828,6,6.143,8,6790,1.302,1105.413,848.750
1066251828,1409329344,6,6.395,9,884,1.407,138.233,98.222
1409329344,3297180558,17,27.004,2,142,0.074,5.258,71.000
1409329344,151038144,6,5.003,3,387,0.600,77.350,129.000
3297180558,1409329344,17,27.028,2,135,0.074,4.995,67.500
354882152,1409329344,6,19.960,3,246,0.150,12.324,82.000
151038144,1409329344,6,5.003,3,418,0.600,83.542,139.333
151038144,4211081440,17,20.031,4,1662,0.200,82.970,415.500
50374848,4211081440,17,19.997,2,304,0.100,15.203,152.000
1409329344,2518672388,6,31.128,27,8328,0.867,267.537,308.444
1409329344,354882152,6,19.960,2,188,0.100,9.419,94.000
1409329344,1066251828,6,5.119,9,8867,1.758,1732.016,985.222
2518672388,1409329344,6,31.080,25,31456,0.804,1012.083,1258.240
1066251828,1409329344,6,4.097,10,947,2.441,231.163,94.700
1409329344,151038144,6,5.009,3,308,0.599,61.495,102.667
3952361644,1409329344,6,20.003,3,246,0.150,12.298,82.000
1409329344,3952361644,6,20.003,2,188,0.100,9.399,94.000
151038144,1409329344,6,5.020,2,352,0.398,70.123,176.000
1409329344,1066251828,6,9.147,11,9005,1.203,984.454,818.636
1409329344,426857100,6,45.285,2,162,0.044,3.577,81.000
1409329344,151038144,6,5.020,3,418,0.598,83.264,139.333
426857100,1409329344,6,45.448,3,224,0.066,4.929,74.667
1409329344,618707491,6,30.817,2,175,0.065,5.679,87.500
1066251828,1409329344,6,5.305,11,1021,2.073,192.444,92.818
618707491,1409329344,6,31.000,3,278,0.097,8.968,92.667
1409329344,1066251828,6,5.121,10,9016,1.953,1760.659,901.600
1409329344,151038144,6,5.001,2,242,0.400,48.389,121.000
354882152,1409329344,6,19.946,2,156,0.100,7.821,78.000
151038144,1409329344,6,5.003,2,352,0.400,70.358,176.000
1409329344,1066251828,6,5.120,9,8839,1.758,1726.422,982.111
1066251828,1409329344,6,5.277,9,884,1.706,167.534,98.222
1409329344,151038144,6,5.001,2,242,0.400,48.387,121.000
1409329344,151038144,6,5.001,2,242,0.400,48.393,121.000
3952361644,1409329344,6,19.996,3,222,0.150,11.102,74.000
1409329344,550473785,6,45.030,3,255,0.067,5.663,85.000
151038144,1409329344,6,5.012,2,352,0.399,70.224,176.000
1066251828,1409329344,6,5.117,5,424,0.977,82.861,84.800
1409329344,1066251828,6,8.189,9,8869,1.099,1082.986,985.444
1409329344,151038144,6,5.013,3,308,0.598,61.437,102.667
