1409329344,151038144,6,5.011,3,418,0.599,83.416,139.333
1409329344,251701440,6,5.378,4,484,0.744,89.994,121.000
151038144,1409329344,6,5.004,2,352,0.400,70.340,176.000
251701440,1409329344,6,5.263,2,352,0.380,66.883,176.000
1409329344,151038144,6,5.003,3,308,0.600,61.561,102.667
2943723572,1409329344,6,4.900,7,595,1.429,121.441,85.000
159001288,1409329344,6,10.106,60,679639,5.937,67252.350,11327.317
1409329344,2943723572,6,4.902,9,6881,1.836,1403.630,764.556
1409329344,159001288,6,10.117,50,4890,4.942,483.364,97.800
1409329344,151038144,6,5.019,3,418,0.598,83.276,139.333
151038144,1409329344,6,5.003,2,352,0.400,70.361,176.000
1409329344,251701440,6,5.037,3,418,0.596,82.980,139.333
2943723572,1409329344,6,8.315,7,595,0.842,71.556,85.000
1409329344,2943723572,6,8.280,7,2665,0.845,321.841,380.714
1409329344,151038144,6,5.003,3,308,0.600,61.567,102.667
1409329344,159001288,6,10.107,50,4886,4.947,483.408,97.720
251701440,1409329344,6,5.099,2,352,0.392,69.030,176.000
159001288,1409329344,6,10.098,64,689207,6.338,68251.048,10768.859
1409329344,251701440,6,5.118,3,308,0.586,60.184,102.667
151038144,1409329344,6,5.004,2,352,0.400,70.349,176.000
443634316,1409329344,6,14.292,2,158,0.140,11.055,79.000
1409329344,443634316,6,14.455,2,162,0.138,11.207,81.000
1409329344,2943723572,6,6.980,9,6975,1.289,999.290,775.000
2943723572,1409329344,6,7.108,10,955,1.407,134.355,95.500
1409329344,151038144,6,5.005,4,484,0.799,96.710,121.000
251701440,1409329344,6,5.026,2,352,0.398,70.036,176.000
1409329344,2943723572,6,4.746,9,8843,1.896,1863.192,982.556
1409329344,251701440,6,5.027,3,418,0.597,83.145,139.333
354882152,1409329344,6,20.040,4,312,0.200,15.569,78.000
1409329344,354882152,6,19.995,2,188,0.100,9.402,94.000
1409329344,151038144,6,5.012,3,418,0.599,83.406,139.333
151038144,1409329344,6,5.003,2,352,0.400,70.354,176.000
1409329344,251701440,6,5.217,4,484,0.767,92.769,121.000
251701440,1409329344,6,5.114,2,352,0.391,68.825,176.000
1409329344,151038144,6,5.006,3,418,0.599,83.492,139.333
151038144,1409329344,6,5.009,2,352,0.399,70.274,176.000
1409329344,151038144,6,5.014,3,308,0.598,61.426,102.667
1409329344,1066251828,6,6.109,18,8773,2.946,1436.037,487.389
1066251828,1409329344,6,6.333,19,8418,3.000,1329.137,443.053
151038144,1409329344,6,5.011,2,352,0.399,70.244,176.000
354882152,1409329344,6,20.045,4,312,0.200,15.565,78.000
1409329344,354882152,6,20.003,2,188,0.100,9.398,94.000
1409329344,151038144,6,5.010,3,418,0.599,83.433,139.333
1409329344,1066251828,6,5.302,11,9041,2.075,1705.306,821.909
1066251828,1409329344,6,4.096,7,658,1.709,160.644,94.000
3952361644,1409329344,6,20.040,4,312,0.200,15.569,78.000
1409329344,3952361644,6,19.996,2,188,0.100,9.402,94.000
1409329344,151038144,6,5.003,2,242,0.400,48.368,121.000
1066251828,1409329344,6,4.819,8,822,1.660,170.591,102.750
50374848,4278233280,17,29.957,2,164,0.067,5.474,82.000
151038144,1409329344,6,5.006,2,352,0.400,70.320,176.000
1409329344,1066251828,6,5.000,13,13199,2.600,2639.668,1015.308
16820416,4211081199,17,29.049,8,2830,0.275,97.422,353.750
1409329344,151038144,6,5.003,2,242,0.400,48.372,121.000
1409329344,550473785,6,22.435,4,474,0.178,21.128,118.500
550473785,1409329344,6,22.940,5,401,0.218,17.480,80.200
1066251828,1409329344,6,7.443,9,790,1.209,106.136,87.778
1409329344,151038144,6,5.001,2,242,0.400,48.391,121.000
1409329344,1066251828,6,5.315,10,12937,1.881,2433.833,1293.700
151038144,1409329344,6,5.003,2,352,0.400,70.361,176.000
1409329344,550473785,6,4.732,2,260,0.423,54.945,130.000
1409329344,1066251828,6,4.096,7,4822,1.709,1177.271,688.857
1066251828,1409329344,6,4.330,7,756,1.617,174.606,108.000
